KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
133475,0.0,0.39,0.61,15.6,RandomForest,9.253,ml,RandomForest,,,,9.253
2982,0.1,0.78,0.12,27.82,RandomForest,9.286,ml,RandomForest,,,,9.286
8874,0.0,0.55,0.45,22.81,HoltWinters,9.292,ml,HoltWinters,,,,9.292
3023,0.23,0.01,0.76,33.88,RandomForest,9.32,ml,RandomForest,,,,9.32
9354,0.54,0.09,0.37,12.57,RandomForest,9.327,ml,RandomForest,,,,9.327
3360,0.12,0.8,0.08,22.22,RandomForest,9.328,ml,RandomForest,,,,9.328
155096,0.2,0.03,0.77,13.37,SARIMAX,9.33,ml,SARIMAX,,,,9.33
133575,0.72,0.08,0.2,10.42,RandomForest,9.338,ml,RandomForest,,,,9.338
133448,0.38,0.28,0.34,14.96,RandomForest,9.358,ml,RandomForest,,,,9.358
133796,0.72,0.0,0.28,13.47,RandomForest,9.364,ml,RandomForest,,,,9.364
134201,0.95,0.0,0.05,14.53,RandomForest,9.367,ml,RandomForest,,,,9.367
133402,0.0,0.29,0.71,17.95,SARIMAX,9.371,ml,SARIMAX,,,,9.371
134045,0.05,0.08,0.87,10.22,RandomForest,9.377,ml,RandomForest,,,,9.377
5028,0.0,0.46,0.54,77.9,HoltWinters,9.381,ml,HoltWinters,,,,9.381
133752,0.25,0.28,0.47,15.91,SARIMAX,9.383,ml,SARIMAX,,,,9.383
3759,0.0,0.4,0.6,23.48,SARIMAX,9.384,ml,SARIMAX,,,,9.384
91802,0.12,0.88,0.0,69.62,HoltWinters,9.386,ml,HoltWinters,,,,9.386
9753,0.6,0.27,0.13,13.03,SARIMAX,9.386,ml,SARIMAX,,,,9.386
133238,0.05,0.1,0.85,12.6,HoltWinters,9.387,ml,HoltWinters,,,,9.387
3425,0.1,0.16,0.74,13.21,RandomForest,9.388,ml,RandomForest,,,,9.388
7609,0.61,0.27,0.12,12.4,RandomForest,9.395,ml,RandomForest,,,,9.395
3133,0.0,0.45,0.55,21.31,RandomForest,9.415,ml,RandomForest,,,,9.415
3343,0.34,0.35,0.31,23.07,RandomForest,9.439,ml,RandomForest,,,,9.439
8935,0.57,0.05,0.38,12.77,RandomForest,9.453,ml,RandomForest,,,,9.453
134041,0.0,0.14,0.86,17.2,RandomForest,9.454,ml,RandomForest,,,,9.454
133254,,,,,RandomForest,9.458,ml,RandomForest,,,,9.458
3454,0.33,0.32,0.35,14.66,HoltWinters,9.473,ml,HoltWinters,,,,9.473
155077,0.63,0.24,0.13,13.09,RandomForest,9.474,ml,RandomForest,,,,9.474
1863,0.7,0.21,0.09,18.71,HoltWinters,9.475,ml,HoltWinters,,,,9.475
133793,0.14,0.21,0.65,10.47,RandomForest,9.477,ml,RandomForest,,,,9.477
4171,0.12,0.02,0.86,10.6,HoltWinters,9.479,ml,HoltWinters,,,,9.479
133479,0.23,0.25,0.52,12.09,RandomForest,9.482,ml,RandomForest,,,,9.482
3210,,,,,HoltWinters,9.488,ml,HoltWinters,,,,9.488
1898,0.0,0.08,0.92,19.99,HoltWinters,9.503,ml,HoltWinters,,,,9.503
155062,0.19,0.21,0.6,18.31,RandomForest,9.504,ml,RandomForest,,,,9.504
1765,0.78,0.1,0.12,13.95,RandomForest,9.513,ml,RandomForest,,,,9.513
3449,0.42,0.43,0.15,28.15,RandomForest,9.521,ml,RandomForest,,,,9.521
133375,0.0,0.94,0.06,28.39,RandomForest,9.524,ml,RandomForest,,,,9.524
133280,0.2,0.01,0.79,14.12,SARIMAX,9.526,ml,SARIMAX,,,,9.526
155024,0.0,0.4,0.6,17.09,RandomForest,9.531,ml,RandomForest,,,,9.531
125651,0.06,0.18,0.76,10.32,RandomForest,9.532,ml,RandomForest,,,,9.532
5040,0.04,0.14,0.82,13.69,RandomForest,9.537,ml,RandomForest,,,,9.537
3496,0.0,0.08,0.92,16.03,RandomForest,9.557,ml,RandomForest,,,,9.557
133780,0.24,0.41,0.35,18.05,HoltWinters,9.565,ml,HoltWinters,,,,9.565
155020,0.75,0.12,0.13,13.96,RandomForest,9.579,ml,RandomForest,,,,9.579
1975,0.0,0.62,0.38,19.17,HoltWinters,9.585,ml,HoltWinters,,,,9.585
134032,0.42,0.38,0.2,17.39,HoltWinters,9.588,ml,HoltWinters,,,,9.588
137001,0.04,0.09,0.87,9.78,RandomForest,9.591,ml,RandomForest,,,,9.591
1791,0.23,0.77,0.0,73.02,RandomForest,9.591,ml,RandomForest,,,,9.591
125665,0.18,0.39,0.43,14.01,SARIMAX,9.592,ml,SARIMAX,,,,9.592
6422,0.23,0.02,0.75,14.39,HoltWinters,9.594,ml,HoltWinters,,,,9.594
133313,0.43,0.22,0.35,13.79,HoltWinters,9.599,ml,HoltWinters,,,,9.599
2907,0.0,0.61,0.39,17.87,HoltWinters,9.6,ml,HoltWinters,,,,9.6
134048,0.02,0.04,0.94,12.94,HoltWinters,9.602,ml,HoltWinters,,,,9.602
133260,0.33,0.23,0.44,18.0,SARIMAX,9.603,ml,SARIMAX,,,,9.603
1256,0.09,0.91,0.0,54.45,RandomForest,9.606,ml,RandomForest,,,,9.606
1252,0.15,0.51,0.34,14.81,HoltWinters,9.617,ml,HoltWinters,,,,9.617
134064,1.0,0.0,0.0,296.79,HoltWinters,9.619,ml,HoltWinters,,,,9.619
2326,0.33,0.67,-0.0,13.62,RandomForest,9.625,ml,RandomForest,,,,9.625
135031,0.64,0.09,0.27,10.08,RandomForest,9.638,ml,RandomForest,,,,9.638
155113,0.22,0.67,0.11,19.96,RandomForest,9.659,ml,RandomForest,,,,9.659
135015,0.25,0.29,0.46,18.81,RandomForest,9.677,ml,RandomForest,,,,9.677
136941,0.0,0.51,0.49,11.59,RandomForest,9.69,ml,RandomForest,,,,9.69
3437,0.0,0.52,0.48,19.9,RandomForest,9.694,ml,RandomForest,,,,9.694
6443,0.16,0.41,0.43,16.44,RandomForest,9.695,ml,RandomForest,,,,9.695
155012,0.94,0.0,0.06,15.04,RandomForest,9.704,ml,RandomForest,,,,9.704
3811,0.0,0.17,0.83,10.29,RandomForest,9.704,ml,RandomForest,,,,9.704
3444,0.21,0.22,0.57,22.2,SARIMAX,9.709,ml,SARIMAX,,,,9.709
133528,0.77,0.07,0.16,13.27,RandomForest,9.721,ml,RandomForest,,,,9.721
7145,0.48,0.48,0.04,19.06,RandomForest,9.733,ml,RandomForest,,,,9.733
163406,0.5,0.31,0.19,19.4,RandomForest,9.742,ml,RandomForest,,,,9.742
3452,0.0,0.34,0.66,12.36,SARIMAX,9.749,ml,SARIMAX,,,,9.749
126204,0.86,0.14,0.0,10.15,RandomForest,9.755,ml,RandomForest,,,,9.755
1067,0.02,0.09,0.89,14.0,RandomForest,9.767,ml,RandomForest,,,,9.767
3447,0.11,0.31,0.58,11.6,HoltWinters,9.772,ml,HoltWinters,,,,9.772
9041,0.71,0.29,0.0,15.72,RandomForest,9.773,ml,RandomForest,,,,9.773
1063,0.0,0.0,1.0,11.28,SARIMAX,9.777,ml,SARIMAX,,,,9.777
6479,0.41,0.2,0.39,12.3,HoltWinters,9.781,ml,HoltWinters,,,,9.781
155032,0.77,0.0,0.23,15.79,RandomForest,9.796,ml,RandomForest,,,,9.796
2880,0.0,0.16,0.84,15.81,RandomForest,9.801,ml,RandomForest,,,,9.801
135020,0.67,0.3,0.03,13.25,HoltWinters,9.805,ml,HoltWinters,,,,9.805
160022,0.01,0.13,0.86,10.98,SARIMAX,9.821,ml,SARIMAX,,,,9.821
134156,0.61,0.06,0.33,13.35,RandomForest,9.823,ml,RandomForest,,,,9.823
4161,0.51,0.16,0.33,12.89,HoltWinters,9.827,ml,HoltWinters,,,,9.827
133566,0.02,0.03,0.95,17.98,SARIMAX,9.829,ml,SARIMAX,,,,9.829
3142,0.22,0.78,0.0,21.5,HoltWinters,9.833,ml,HoltWinters,,,,9.833
133593,0.8,0.11,0.09,11.84,HoltWinters,9.847,ml,HoltWinters,,,,9.847
64203,0.39,0.38,0.23,12.31,SARIMAX,9.847,ml,SARIMAX,,,,9.847
39601,0.12,0.2,0.68,10.22,RandomForest,9.86,ml,RandomForest,,,,9.86
2267,0.48,0.17,0.35,14.82,SARIMAX,9.876,ml,SARIMAX,,,,9.876
133370,0.5,0.14,0.36,14.3,HoltWinters,9.879,ml,HoltWinters,,,,9.879
6435,0.41,0.59,0.0,20.36,HoltWinters,9.881,ml,HoltWinters,,,,9.881
163410,0.35,0.22,0.43,13.54,RandomForest,9.893,ml,RandomForest,,,,9.893
136806,0.16,0.84,0.0,26.8,RandomForest,9.901,ml,RandomForest,,,,9.901
172816,0.0,1.0,0.0,66.71,HoltWinters,9.918,ml,HoltWinters,,,,9.918
134124,0.0,0.41,0.59,18.31,HoltWinters,9.934,ml,HoltWinters,,,,9.934
155104,0.0,0.04,0.96,650.89,RandomForest,9.942,ml,RandomForest,,,,9.942
3854,0.0,0.03,0.97,14.68,RandomForest,9.953,ml,RandomForest,,,,9.953
133627,0.34,0.22,0.44,15.35,RandomForest,9.98,ml,RandomForest,,,,9.98
89601,0.0,0.19,0.81,18.29,HoltWinters,9.984,ml,HoltWinters,,,,9.984
133578,0.11,0.07,0.82,12.49,HoltWinters,9.988,ml,HoltWinters,,,,9.988
133517,0.38,0.62,0.0,17.93,SARIMAX,10.002,ml,SARIMAX,,,,10.002
133345,0.49,0.23,0.28,15.8,HoltWinters,10.008,ml,HoltWinters,,,,10.008
135026,0.19,0.17,0.64,14.26,HoltWinters,10.008,ml,HoltWinters,,,,10.008
1262,0.32,0.39,0.29,19.52,RandomForest,10.012,ml,RandomForest,,,,10.012
133641,0.3,0.07,0.63,12.16,RandomForest,10.026,ml,RandomForest,,,,10.026
3451,0.34,0.21,0.45,18.13,RandomForest,10.033,ml,RandomForest,,,,10.033
3169,0.02,0.15,0.83,13.76,RandomForest,10.035,ml,RandomForest,,,,10.035
9325,0.3,0.08,0.62,11.31,RandomForest,10.066,ml,RandomForest,,,,10.066
3985,0.0,0.03,0.97,21.34,HoltWinters,10.07,ml,HoltWinters,,,,10.07
133288,0.2,0.22,0.58,14.83,RandomForest,10.077,ml,RandomForest,,,,10.077
133206,0.48,0.28,0.24,17.29,RandomForest,10.082,ml,RandomForest,,,,10.082
3372,0.7,0.19,0.11,12.66,RandomForest,10.084,ml,RandomForest,,,,10.084
2909,0.34,0.34,0.32,16.42,RandomForest,10.107,ml,RandomForest,,,,10.107
135010,0.29,0.59,0.12,66.99,HoltWinters,10.12,ml,HoltWinters,,,,10.12
133258,,,,,HoltWinters,10.132,ml,HoltWinters,,,,10.132
134003,0.17,0.26,0.57,13.79,RandomForest,10.139,ml,RandomForest,,,,10.139
143001,0.0,0.25,0.75,21.56,RandomForest,10.146,ml,RandomForest,,,,10.146
5057,0.03,0.03,0.94,13.6,SARIMAX,10.147,ml,SARIMAX,,,,10.147
133337,0.37,0.2,0.43,18.16,HoltWinters,10.175,ml,HoltWinters,,,,10.175
3495,0.0,0.83,0.17,23.49,SARIMAX,10.178,ml,SARIMAX,,,,10.178
7172,0.1,0.9,0.0,58.0,HoltWinters,10.178,ml,HoltWinters,,,,10.178
133434,0.39,0.61,0.0,23.7,RandomForest,10.186,ml,RandomForest,,,,10.186
160046,0.0,0.31,0.69,14.36,HoltWinters,10.188,ml,HoltWinters,,,,10.188
8698,0.0,0.0,1.0,12.12,RandomForest,10.188,ml,RandomForest,,,,10.188
134142,0.28,0.35,0.37,14.47,RandomForest,10.2,ml,RandomForest,,,,10.2
1108,0.5,0.17,0.33,15.69,HoltWinters,10.203,ml,HoltWinters,,,,10.203
1775,1.0,0.0,0.0,48.73,HoltWinters,10.204,ml,HoltWinters,,,,10.204
1974,0.0,0.44,0.56,22.91,HoltWinters,10.212,ml,HoltWinters,,,,10.212
5070,0.1,0.22,0.68,14.39,HoltWinters,10.212,ml,HoltWinters,,,,10.212
2302,0.0,0.02,0.98,10.96,RandomForest,10.23,ml,RandomForest,,,,10.23
155031,0.76,0.12,0.12,15.27,RandomForest,10.253,ml,RandomForest,,,,10.253
170804,0.0,1.0,0.0,51.82,HoltWinters,10.259,ml,HoltWinters,,,,10.259
3411,0.41,0.33,0.26,12.65,RandomForest,10.273,ml,RandomForest,,,,10.273
133264,0.06,0.23,0.71,11.98,HoltWinters,10.277,ml,HoltWinters,,,,10.277
133734,0.0,0.71,0.29,33.61,RandomForest,10.288,ml,RandomForest,,,,10.288
3208,0.0,0.37,0.63,14.14,RandomForest,10.296,ml,RandomForest,,,,10.296
160068,0.02,0.06,0.92,14.32,RandomForest,10.301,ml,RandomForest,,,,10.301
135059,0.39,0.25,0.36,11.37,RandomForest,10.335,ml,RandomForest,,,,10.335
1881,0.33,0.02,0.65,15.44,SARIMAX,10.347,ml,SARIMAX,,,,10.347
6423,0.0,0.25,0.75,12.55,RandomForest,10.367,ml,RandomForest,,,,10.367
6447,,,,,HoltWinters,10.367,ml,HoltWinters,,,,10.367
3755,0.0,0.54,0.46,11.54,RandomForest,10.374,ml,RandomForest,,,,10.374
5061,0.0,0.18,0.82,14.85,RandomForest,10.376,ml,RandomForest,,,,10.376
136936,0.86,0.14,0.0,13.56,RandomForest,10.377,ml,RandomForest,,,,10.377
133223,0.24,0.48,0.28,19.07,HoltWinters,10.382,ml,HoltWinters,,,,10.382
9342,0.01,0.01,0.98,11.83,SARIMAX,10.387,ml,SARIMAX,,,,10.387
8654,0.74,0.19,0.07,32.34,RandomForest,10.389,ml,RandomForest,,,,10.389
134073,0.0,0.4,0.6,81.94,RandomForest,10.396,ml,RandomForest,,,,10.396
133511,0.0,0.31,0.69,34.49,RandomForest,10.411,ml,RandomForest,,,,10.411
155013,0.8,0.01,0.19,15.89,RandomForest,10.426,ml,RandomForest,,,,10.426
9334,0.0,0.0,1.0,72.2,SARIMAX,10.44,ml,SARIMAX,,,,10.44
2735,0.0,0.0,1.0,829.58,HoltWinters,10.459,ml,HoltWinters,,,,10.459
2745,0.0,0.59,0.41,16.97,SARIMAX,10.46,ml,SARIMAX,,,,10.46
136931,0.0,0.87,0.13,20.72,RandomForest,10.461,ml,RandomForest,,,,10.461
84601,0.01,0.16,0.83,14.72,RandomForest,10.492,ml,RandomForest,,,,10.492
3060,0.0,0.36,0.64,30.7,SARIMAX,10.502,ml,SARIMAX,,,,10.502
133246,0.4,0.12,0.48,14.64,HoltWinters,10.526,ml,HoltWinters,,,,10.526
134131,0.17,0.36,0.47,23.43,SARIMAX,10.527,ml,SARIMAX,,,,10.527
1935,0.0,0.48,0.52,195.54,RandomForest,10.527,ml,RandomForest,,,,10.527
2660,0.61,0.19,0.2,12.62,RandomForest,10.533,ml,RandomForest,,,,10.533
133811,0.76,0.23,0.01,12.94,HoltWinters,10.534,ml,HoltWinters,,,,10.534
155053,0.04,0.0,0.96,14.42,RandomForest,10.538,ml,RandomForest,,,,10.538
60604,0.04,0.3,0.66,17.29,RandomForest,10.538,ml,RandomForest,,,,10.538
1997,0.66,0.11,0.23,13.94,RandomForest,10.556,ml,RandomForest,,,,10.556
133661,0.42,0.3,0.28,16.23,SARIMAX,10.57,ml,SARIMAX,,,,10.57
1876,0.99,0.0,0.01,22.72,RandomForest,10.586,ml,RandomForest,,,,10.586
134144,0.0,0.39,0.61,105.31,RandomForest,10.591,ml,RandomForest,,,,10.591
160023,0.02,0.26,0.72,14.91,HoltWinters,10.605,ml,HoltWinters,,,,10.605
3764,0.0,0.5,0.5,30.55,RandomForest,10.607,ml,RandomForest,,,,10.607
2900,0.44,0.32,0.24,14.03,RandomForest,10.61,ml,RandomForest,,,,10.61
133289,0.0,0.39,0.61,16.71,RandomForest,10.625,ml,RandomForest,,,,10.625
163624,0.48,0.43,0.09,17.56,RandomForest,10.625,ml,RandomForest,,,,10.625
133729,0.0,1.0,0.0,37.27,RandomForest,10.634,ml,RandomForest,,,,10.634
135011,0.0,0.41,0.59,96.79,SARIMAX,10.637,ml,SARIMAX,,,,10.637
3214,0.13,0.12,0.75,16.0,RandomForest,10.638,ml,RandomForest,,,,10.638
155087,0.22,0.43,0.35,16.47,SARIMAX,10.64,ml,SARIMAX,,,,10.64
133265,0.68,0.0,0.32,14.85,RandomForest,10.67,ml,RandomForest,,,,10.67
3275,0.0,0.47,0.53,21.8,HoltWinters,10.673,ml,HoltWinters,,,,10.673
133620,0.61,0.29,0.1,12.82,HoltWinters,10.684,ml,HoltWinters,,,,10.684
133603,0.36,0.0,0.64,12.0,RandomForest,10.694,ml,RandomForest,,,,10.694
136807,0.29,0.33,0.38,14.76,HoltWinters,10.696,ml,HoltWinters,,,,10.696
3605,0.28,0.35,0.37,25.56,RandomForest,10.699,ml,RandomForest,,,,10.699
8740,0.72,0.27,0.01,39.15,RandomForest,10.726,ml,RandomForest,,,,10.726
2147,0.12,0.29,0.59,12.99,RandomForest,10.734,ml,RandomForest,,,,10.734
3542,0.75,0.11,0.14,14.94,RandomForest,10.734,ml,RandomForest,,,,10.734
133760,0.0,0.88,0.12,19.44,RandomForest,10.753,ml,RandomForest,,,,10.753
2901,0.0,0.53,0.47,22.87,HoltWinters,10.761,ml,HoltWinters,,,,10.761
160065,0.01,0.45,0.54,13.37,SARIMAX,10.78,ml,SARIMAX,,,,10.78
134174,0.76,0.24,0.0,16.93,RandomForest,10.784,ml,RandomForest,,,,10.784
133452,0.0,0.08,0.92,18.7,HoltWinters,10.787,ml,HoltWinters,,,,10.787
5049,0.18,0.02,0.8,19.16,HoltWinters,10.798,ml,HoltWinters,,,,10.798
52803,0.12,0.0,0.88,27.15,RandomForest,10.798,ml,RandomForest,,,,10.798
8971,0.26,0.28,0.46,18.41,RandomForest,10.803,ml,RandomForest,,,,10.803
133341,0.45,0.21,0.34,10.82,HoltWinters,10.807,ml,HoltWinters,,,,10.807
136922,0.0,0.09,0.91,521.08,RandomForest,10.807,ml,RandomForest,,,,10.807
92402,0.07,0.58,0.35,23.86,SARIMAX,10.815,ml,SARIMAX,,,,10.815
7146,0.06,0.14,0.8,13.41,HoltWinters,10.816,ml,HoltWinters,,,,10.816
133230,0.03,0.0,0.97,16.92,HoltWinters,10.844,ml,HoltWinters,,,,10.844
133439,0.39,0.26,0.35,13.26,RandomForest,10.846,ml,RandomForest,,,,10.846
155128,0.22,0.51,0.27,17.83,RandomForest,10.847,ml,RandomForest,,,,10.847
135051,0.0,0.67,0.33,22.31,HoltWinters,10.854,ml,HoltWinters,,,,10.854
1828,0.68,0.0,0.32,20.66,HoltWinters,10.855,ml,HoltWinters,,,,10.855
76802,0.23,0.32,0.45,18.39,SARIMAX,10.884,ml,SARIMAX,,,,10.884
1846,0.33,0.05,0.62,12.46,HoltWinters,10.887,ml,HoltWinters,,,,10.887
2118,0.12,0.29,0.59,14.99,HoltWinters,10.891,ml,HoltWinters,,,,10.891
133355,0.0,0.8,0.2,18.75,SARIMAX,10.915,ml,SARIMAX,,,,10.915
1882,0.0,0.25,0.75,15.45,RandomForest,10.919,ml,RandomForest,,,,10.919
3658,0.0,0.14,0.86,11.0,RandomForest,10.928,ml,RandomForest,,,,10.928
1811,0.54,0.0,0.46,20.74,RandomForest,10.937,ml,RandomForest,,,,10.937
133403,0.0,0.11,0.89,11.24,HoltWinters,10.938,ml,HoltWinters,,,,10.938
1253,0.0,0.87,0.13,17.06,RandomForest,10.94,ml,RandomForest,,,,10.94
133211,0.15,0.06,0.79,15.53,SARIMAX,10.941,ml,SARIMAX,,,,10.941
7147,0.0,0.5,0.5,1251.61,RandomForest,10.947,ml,RandomForest,,,,10.947
133377,0.01,0.1,0.89,14.19,RandomForest,10.953,ml,RandomForest,,,,10.953
134017,0.07,0.04,0.89,17.01,SARIMAX,10.954,ml,SARIMAX,,,,10.954
134180,0.24,0.44,0.32,17.12,SARIMAX,10.956,ml,SARIMAX,,,,10.956
7287,0.0,0.0,1.0,39.77,SARIMAX,10.962,ml,SARIMAX,,,,10.962
133709,0.36,0.18,0.46,17.17,RandomForest,10.966,ml,RandomForest,,,,10.966
2889,0.0,0.33,0.67,18.34,RandomForest,10.966,ml,RandomForest,,,,10.966
155110,0.0,0.0,1.0,51.27,SARIMAX,10.969,ml,SARIMAX,,,,10.969
3065,0.0,0.11,0.89,12.9,HoltWinters,10.975,ml,HoltWinters,,,,10.975
134148,0.68,0.32,-0.0,17.66,HoltWinters,10.983,ml,HoltWinters,,,,10.983
134024,0.78,0.0,0.22,17.35,RandomForest,11.001,ml,RandomForest,,,,11.001
4173,0.82,0.18,0.0,51.97,HoltWinters,11.044,ml,HoltWinters,,,,11.044
135058,0.39,0.27,0.34,15.29,RandomForest,11.048,ml,RandomForest,,,,11.048
3986,0.0,0.0,1.0,18.02,RandomForest,11.052,ml,RandomForest,,,,11.052
133308,0.0,0.34,0.66,17.6,RandomForest,11.066,ml,RandomForest,,,,11.066
133695,0.0,0.0,1.0,1031.13,SARIMAX,11.074,ml,SARIMAX,,,,11.074
133582,0.36,0.22,0.42,14.8,HoltWinters,11.078,ml,HoltWinters,,,,11.078
155045,0.27,0.37,0.36,15.53,RandomForest,11.091,ml,RandomForest,,,,11.091
2875,0.15,0.04,0.81,12.34,SARIMAX,11.107,ml,SARIMAX,,,,11.107
133490,0.0,0.61,0.39,57.31,SARIMAX,11.113,ml,SARIMAX,,,,11.113
1069,0.62,0.09,0.29,11.24,SARIMAX,11.118,ml,SARIMAX,,,,11.118
133539,0.35,0.29,0.36,26.44,HoltWinters,11.125,ml,HoltWinters,,,,11.125
155017,0.6,0.16,0.24,16.29,RandomForest,11.137,ml,RandomForest,,,,11.137
133446,0.22,0.31,0.47,14.88,SARIMAX,11.144,ml,SARIMAX,,,,11.144
133281,0.22,0.0,0.78,13.44,RandomForest,11.148,ml,RandomForest,,,,11.148
155081,0.9,0.06,0.04,16.7,RandomForest,11.15,ml,RandomForest,,,,11.15
133225,0.66,0.0,0.34,13.08,RandomForest,11.162,ml,RandomForest,,,,11.162
5029,0.0,0.51,0.49,25.86,RandomForest,11.166,ml,RandomForest,,,,11.166
3738,0.71,0.0,0.29,11.87,RandomForest,11.167,ml,RandomForest,,,,11.167
3007,0.0,0.57,0.43,670.65,RandomForest,11.192,ml,RandomForest,,,,11.192
1873,0.0,0.22,0.78,27.02,HoltWinters,11.213,ml,HoltWinters,,,,11.213
136939,0.0,0.32,0.68,15.09,RandomForest,11.233,ml,RandomForest,,,,11.233
133222,0.58,0.23,0.19,15.42,HoltWinters,11.234,ml,HoltWinters,,,,11.234
133489,0.55,0.19,0.26,13.37,RandomForest,11.241,ml,RandomForest,,,,11.241
5036,0.0,0.04,0.96,18.3,RandomForest,11.256,ml,RandomForest,,,,11.256
3766,0.0,0.14,0.86,24.24,HoltWinters,11.274,ml,HoltWinters,,,,11.274
3219,,,,,RandomForest,11.277,ml,RandomForest,,,,11.277
3050,0.74,0.23,0.03,21.99,RandomForest,11.282,ml,RandomForest,,,,11.282
7065,,,,,RandomForest,11.29,ml,RandomForest,,,,11.29
155028,0.45,0.17,0.38,17.76,RandomForest,11.302,ml,RandomForest,,,,11.302
133262,,,,,RandomForest,11.309,ml,RandomForest,,,,11.309
3852,0.0,1.0,0.0,28.03,SARIMAX,11.325,ml,SARIMAX,,,,11.325
3218,0.02,0.11,0.87,13.76,RandomForest,11.345,ml,RandomForest,,,,11.345
1785,0.0,0.46,0.54,18.34,RandomForest,11.35,ml,RandomForest,,,,11.35
136879,0.08,0.46,0.46,12.48,RandomForest,11.351,ml,RandomForest,,,,11.351
133263,,,,,SARIMAX,11.376,ml,SARIMAX,,,,11.376
133244,0.0,0.92,0.08,74.33,SARIMAX,11.385,ml,SARIMAX,,,,11.385
133353,0.4,0.24,0.36,15.72,SARIMAX,11.419,ml,SARIMAX,,,,11.419
8663,0.0,0.19,0.81,14.34,RandomForest,11.431,ml,RandomForest,,,,11.431
155043,0.0,0.29,0.71,14.03,RandomForest,11.441,ml,RandomForest,,,,11.441
3456,0.23,0.07,0.7,20.11,HoltWinters,11.465,ml,HoltWinters,,,,11.465
125615,0.0,0.46,0.54,16.9,HoltWinters,11.471,ml,HoltWinters,,,,11.471
8731,0.51,0.09,0.4,16.7,SARIMAX,11.475,ml,SARIMAX,,,,11.475
133503,0.15,0.08,0.77,14.56,SARIMAX,11.507,ml,SARIMAX,,,,11.507
136919,,,,,RandomForest,11.526,ml,RandomForest,,,,11.526
3431,0.46,0.54,0.0,20.8,HoltWinters,11.53,ml,HoltWinters,,,,11.53
5062,0.09,0.04,0.87,15.56,RandomForest,11.533,ml,RandomForest,,,,11.533
135068,0.2,0.14,0.66,14.82,RandomForest,11.556,ml,RandomForest,,,,11.556
3972,0.0,0.18,0.82,12.82,HoltWinters,11.565,ml,HoltWinters,,,,11.565
133606,0.1,0.09,0.81,13.84,RandomForest,11.573,ml,RandomForest,,,,11.573
6450,0.02,0.08,0.9,120.47,RandomForest,11.599,ml,RandomForest,,,,11.599
7061,0.17,0.83,0.0,97.53,RandomForest,11.602,ml,RandomForest,,,,11.602
133476,0.0,0.12,0.88,18.16,SARIMAX,11.605,ml,SARIMAX,,,,11.605
1900,0.1,0.29,0.61,11.83,SARIMAX,11.605,ml,SARIMAX,,,,11.605
2447,0.24,0.39,0.37,16.46,RandomForest,11.633,ml,RandomForest,,,,11.633
1915,0.0,1.0,0.0,29.31,HoltWinters,11.698,ml,HoltWinters,,,,11.698
5037,0.01,0.08,0.91,15.44,HoltWinters,11.702,ml,HoltWinters,,,,11.702
133282,0.0,0.08,0.92,13.32,HoltWinters,11.725,ml,HoltWinters,,,,11.725
133591,0.97,0.03,0.0,14.51,RandomForest,11.727,ml,RandomForest,,,,11.727
5973,0.0,0.28,0.72,13.07,RandomForest,11.742,ml,RandomForest,,,,11.742
133716,0.71,0.29,0.0,19.21,HoltWinters,11.744,ml,HoltWinters,,,,11.744
2743,0.57,0.03,0.4,12.71,HoltWinters,11.745,ml,HoltWinters,,,,11.745
134166,0.0,0.58,0.42,18.65,RandomForest,11.757,ml,RandomForest,,,,11.757
3779,0.0,0.0,1.0,29.55,SARIMAX,11.785,ml,SARIMAX,,,,11.785
4085,0.0,0.28,0.72,15.9,RandomForest,11.786,ml,RandomForest,,,,11.786
3189,0.0,0.41,0.59,382.2,RandomForest,11.787,ml,RandomForest,,,,11.787
163212,0.0,0.07,0.93,14.81,RandomForest,11.815,ml,RandomForest,,,,11.815
155116,0.02,0.49,0.49,20.41,SARIMAX,11.827,ml,SARIMAX,,,,11.827
1263,0.65,0.0,0.35,14.95,RandomForest,11.833,ml,RandomForest,,,,11.833
39606,0.0,0.31,0.69,54.65,RandomForest,11.847,ml,RandomForest,,,,11.847
160058,0.06,0.05,0.89,13.75,SARIMAX,11.853,ml,SARIMAX,,,,11.853
160025,0.0,0.16,0.84,12.24,RandomForest,11.875,ml,RandomForest,,,,11.875
3125,0.0,0.71,0.29,128.4,SARIMAX,11.899,ml,SARIMAX,,,,11.899
9746,0.42,0.58,0.0,18.37,SARIMAX,11.916,ml,SARIMAX,,,,11.916
134011,0.65,0.08,0.27,18.01,HoltWinters,11.928,ml,HoltWinters,,,,11.928
7144,0.0,0.05,0.95,918.59,RandomForest,11.929,ml,RandomForest,,,,11.929
6420,0.46,0.16,0.38,15.4,RandomForest,11.931,ml,RandomForest,,,,11.931
2995,0.0,0.03,0.97,31.04,SARIMAX,11.936,ml,SARIMAX,,,,11.936
8697,0.0,0.0,1.0,37.0,SARIMAX,11.936,ml,SARIMAX,,,,11.936
3216,0.01,0.01,0.98,12.68,SARIMAX,11.968,ml,SARIMAX,,,,11.968
133540,0.69,0.28,0.03,17.41,RandomForest,11.979,ml,RandomForest,,,,11.979
158201,0.3,0.07,0.63,13.71,SARIMAX,11.993,ml,SARIMAX,,,,11.993
